,종목코드,종목명,시간,종가,대비,시가,고가,저가,매도호가,매수호가,거래량,거래대금,예상체결가 구분 플래그,예상체결가,예상체결가 전일대비,예상체결수량
75,A001200,유진투자증권,1556,3915,0,3945,3950,3870,3915,3910,266180,103866,50,3915,0.0,5034
76,A001210,금호전기,1555,3595,-305,3840,3900,3595,3600,3595,270991,100648,50,3595,-305.0,5130
77,A001230,동국제강,1558,18700,-300,19200,19250,18550,18700,18650,1043920,1958790,50,18700,-300.0,24018
78,A001250,GS글로벌,1530,2545,-15,2585,2590,2545,2555,2545,221942,56895,50,2545,-15.0,8053
79,A001260,남광토건,1540,14700,600,14050,15050,13850,14700,14650,59895,87043,50,14700,600.0,745
80,A001270,부국증권,1530,24900,0,24800,25100,24800,24900,24850,5940,14835,50,24900,0.0,101
81,A001275,부국증권우,1546,23000,100,23000,23000,22950,23000,22950,1973,4529,50,23000,100.0,208
82,A001290,상상인증권,1559,1255,40,1225,1300,1220,1255,1250,145679,18417,50,1255,40.0,2233
83,A001340,백광산업,1554,6440,300,6220,6800,6220,6450,6440,6249711,4116505,50,6440,300.0,49505
84,A001360,삼성제약,1554,7030,50,6980,7040,6980,7030,7020,339251,237576,50,7030,50.0,10921
85,A001380,SG글로벌,1552,2380,-30,2385,2460,2375,2380,2375,176128,42111,50,2380,-30.0,2507
86,A001390,KG케미칼,1550,34150,950,33000,34450,33000,34150,34100,116744,397616,50,34150,950.0,1539
87,A001420,태원물산,1554,5150,-80,5190,5210,5020,5160,5150,67988,34669,50,5150,-80.0,1165
88,A001430,세아베스틸,1556,26950,-700,27700,28200,26650,27100,26950,138853,379445,50,26950,-700.0,1889
89,A001440,대한전선,1558,2525,-55,2590,2600,2505,2530,2525,10664907,2704661,50,2525,-55.0,114173
90,A001450,현대해상,1552,25000,150,25000,25250,24850,25050,25000,318064,797646,50,25000,150.0,5609
91,A001460,BYC,1530,474500,9000,465500,475500,465000,475000,471500,741,34993,50,474500,9000.0,8
92,A001465,BYC우,1559,189000,3500,187000,189500,187000,189500,189000,883,16681,50,189000,3500.0,17
93,A001470,삼부토건,1557,2990,-150,3140,3175,2980,2990,2985,6824141,2081440,50,2990,-150.0,99480
94,A001500,현대차증권,1559,12700,-50,12800,12900,12650,12700,12650,50471,64384,50,12700,-50.0,1066
95,A001510,SK증권,1559,897,-3,905,907,896,897,896,1375038,123806,50,897,-3.0,68076
96,A001515,SK증권우,1530,4230,15,4215,4240,4180,4230,4220,7639,3216,50,4230,15.0,51
97,A001520,동양,1549,1640,-15,1670,1675,1630,1640,1635,792141,130156,50,1640,-15.0,30901
98,A001525,동양우,1548,8290,-80,8370,8370,8290,8290,8270,4195,3492,50,8290,-80.0,13
99,A001527,동양2우B,1530,16100,-300,16400,16600,16000,16100,16000,1648,2654,50,16100,-300.0,94
100,A001529,동양3우B,1540,38100,-900,39000,39000,38000,38600,38100,1711,6543,50,38100,-900.0,369
101,A001530,DI동일,1540,328500,-500,329000,335000,325000,329000,328500,14599,483105,50,328500,-500.0,329
102,A001550,조비,1559,25550,2200,23150,26600,23000,25550,25500,738085,1870471,50,25550,2200.0,12233
103,A001560,제일연마,1530,8550,-30,8580,8600,8490,8550,8540,4166,3561,50,8550,-30.0,363
104,A001570,금양,1550,5090,230,4930,5530,4930,5090,5080,4111610,2164362,50,5090,230.0,30023
105,A001620,케이비아이동국실,1555,1205,-30,1235,1240,1175,1210,1205,1436767,172579,50,1205,-30.0,16691
106,A001630,종근당홀딩스,1540,88600,-600,88900,89800,88600,89100,88600,11375,101138,50,88600,-600.0,701
107,A001680,대상,1550,24500,-150,24750,24850,24500,24550,24500,112321,276085,50,24500,-150.0,4339
108,A001685,대상우,1530,18900,-100,18950,19150,18900,19000,18900,1834,3479,50,18900,-100.0,52
109,A001720,신영증권,1530,62900,200,62700,63500,62400,62900,62700,2335,14659,50,62900,200.0,88
110,A001725,신영증권우,1530,62800,200,63100,63200,62800,62900,62800,1682,10579,50,62800,200.0,51
111,A001740,SK네트웍스,1556,5300,0,5310,5340,5270,5300,5290,359142,190105,50,5300,0.0,18920
112,A001745,SK네트웍스우,1549,100000,-3500,103500,103500,100000,101000,100000,191,1918,50,100000,-3500.0,26
113,A001750,한양증권,1548,18950,250,18700,18950,18550,18950,18900,40935,76811,50,18950,250.0,2973
114,A001755,한양증권우,1530,22500,250,22350,22850,22300,22550,22500,913,2058,50,22500,250.0,117
115,A001770,SHD,1530,27950,50,27700,28700,27600,28150,27950,13606,38182,50,27950,50.0,235
116,A001780,알루코,1556,4645,65,4650,4930,4600,4645,4640,3784337,1800224,50,4645,65.0,48040
117,A001790,대한제당,1558,3290,5,3320,3395,3275,3300,3290,875485,292159,50,3290,5.0,7100
118,A001795,대한제당우,1530,3480,-20,3600,3610,3460,3485,3480,41550,14590,50,3480,-20.0,210
119,A001800,오리온홀딩스,1554,16900,-300,17200,17250,16850,16950,16900,136875,232119,50,16900,-300.0,5195
120,A001820,삼화콘덴서,1555,61800,-100,62200,63100,61600,61900,61800,47189,294031,50,61800,-100.0,855
121,A001880,DL건설,1540,31550,-600,32000,32450,31350,31550,31500,26986,85625,50,31550,-600.0,536
122,A001940,KISCO홀딩스,1530,21150,-150,21250,21300,20650,21200,21150,33042,69378,50,21150,-150.0,1075
123,A002020,코오롱,1559,40300,-1650,42500,42750,40100,40350,40300,316511,1294757,50,40300,-1650.0,6125
124,A002025,코오롱우,1540,23350,-850,24650,24700,23250,23400,23350,31109,74108,50,23350,-850.0,738
125,A002030,아세아,1540,146500,1500,146000,148000,142500,147000,146500,3040,43959,50,146500,1500.0,106
126,A002070,비비안,1546,3235,20,3220,3270,3200,3235,3230,212264,68310,50,3235,20.0,3089
127,A002100,경농,1551,14050,900,13200,14300,12950,14100,14050,557119,776224,50,14050,900.0,11727
128,A002140,고려산업,1540,3430,5,3405,3465,3390,3430,3425,159741,54649,50,3430,5.0,2984
129,A002150,도화엔지니어링,1552,8090,40,8060,8140,7900,8100,8090,73481,59096,50,8090,40.0,1307
130,A002170,삼양통상,1530,66300,-500,66600,67400,66000,66300,66200,5152,34293,50,66300,-500.0,97
131,A002200,한국수출포장,1546,26650,-100,26750,27100,26550,26700,26650,6330,16939,50,26650,-100.0,243
132,A002210,동성제약,1530,10400,100,10400,10550,10300,10450,10400,107955,112292,50,10400,100.0,1611
133,A002220,한일철강,1542,3570,65,3460,3595,3455,3575,3570,133728,46903,50,3570,65.0,2167
134,A002240,고려제강,1553,32600,-350,32600,33300,31500,32700,32600,151051,492163,50,32600,-350.0,1552
135,A002270,롯데푸드,1530,414500,-500,415000,419500,409000,415000,414000,1212,50041,50,414500,-500.0,17
136,A002310,아세아제지,1559,46200,-150,46400,47300,45550,46250,46200,87749,403879,50,46200,-150.0,957
137,A002320,한진,1543,38100,-50,38150,38250,37950,38150,38100,23205,88340,50,38100,-50.0,828
138,A002350,넥센타이어,1555,8070,40,8040,8100,8000,8070,8060,111475,89907,50,8070,40.0,3403
139,A002355,넥센타이어1우B,1530,3685,85,3700,3700,3600,3685,3605,2149,778,50,3685,85.0,43
140,A002360,SH에너지화학,1554,987,-12,994,1010,986,989,987,1404755,139866,50,987,-12.0,42730
141,A002380,KCC,1557,455000,11500,445500,468000,444000,455000,454500,60932,2788316,50,455000,11500.0,1213
142,A002390,한독,1557,25750,50,25650,25850,25550,25800,25750,20459,52501,50,25750,50.0,403
143,A002410,범양건영,1559,8600,170,8440,8620,8400,8600,8590,1274378,1087399,50,8600,170.0,22746
144,A002420,세기상사,0,6160,0,0,0,0,0,0,0,0,50,0,,0
145,A002450,삼익악기,1553,1885,-5,1885,1910,1880,1890,1885,243772,46123,50,1885,-5.0,6348
146,A002460,화성산업,1555,14450,150,14250,14850,14250,14500,14450,177435,258955,50,14450,150.0,4857
147,A002600,조흥,1530,194500,-500,194500,195500,194500,195500,194000,57,1109,50,194500,-500.0,2
148,A002620,제일파마홀딩스,1557,19000,-200,18950,19200,18850,19000,18850,6860,13056,50,19000,-200.0,140
149,A002630,오리엔트바이오,1530,1410,100,1320,1510,1305,1415,1410,2294087,324313,50,1410,100.0,26173
150,A002690,동일제강,1559,4585,80,4495,4605,4480,4585,4580,282152,128484,50,4585,80.0,15865
151,A002700,신일전자,1559,1855,-5,1855,1880,1845,1860,1855,1023314,190257,50,1855,-5.0,26118
152,A002710,TCC스틸,1540,8830,80,8760,9040,8740,8830,8820,437522,387057,50,8830,80.0,8342
153,A002720,국제약품,1554,6940,-10,6950,7160,6940,6940,6930,224697,157944,50,6940,-10.0,4315
154,A002760,보락,1552,2290,-5,2310,2350,2280,2295,2290,612774,140760,50,2290,-5.0,9694
155,A002780,진흥기업,1559,2310,-20,2315,2375,2300,2315,2310,1076868,250432,50,2310,-20.0,31926
156,A002785,진흥기업우B,1557,6170,-60,6230,6230,6170,6170,6160,1367,847,50,6170,-60.0,121
157,A002787,진흥기업2우B,1530,15800,0,15800,15950,15500,15800,15600,1860,2889,50,15800,0.0,36
158,A002790,아모레G,1557,50800,-900,52000,52100,50300,50800,50700,235831,1200384,50,50800,-900.0,6879
159,A002795,아모레G우,1540,20100,0,20100,20350,20000,20100,20050,14962,30059,50,20100,0.0,114
160,A00279K,아모레G3우(전환),1530,38100,-1000,38950,39000,38100,38100,38050,12413,47710,50,38100,-1000.0,97
161,A002810,삼영무역,1557,15400,50,15350,15450,15250,15400,15300,9419,14445,50,15400,50.0,134
162,A002820,SUN&L,1530,5550,70,5450,5680,5420,5590,5550,34837,19411,50,5550,70.0,763
163,A002840,미원상사,1530,224500,1500,223000,225500,223000,224500,223000,1674,37507,50,224500,1500.0,44
164,A002870,신풍제지,1554,2575,-25,2555,2700,2555,2575,2570,69704,18026,50,2575,-25.0,2408
165,A002880,대유에이텍,1550,1235,-20,1275,1275,1220,1240,1235,1147717,143022,50,1235,-20.0,25825
166,A002900,TYM,1557,2275,60,2225,2295,2210,2275,2270,2090564,471000,50,2275,60.0,56358
167,A002920,유성기업,1554,3540,0,3540,3580,3405,3545,3540,92906,32676,50,3540,0.0,2939
168,A002960,한국쉘석유,1549,277000,1000,275000,277000,275000,277000,276000,2025,55936,50,277000,1000.0,17
169,A002990,금호건설,1559,13050,-50,13250,13550,13050,13100,13050,289668,384596,50,13050,-50.0,15556
170,A002995,금호건설우,1530,33550,-850,34100,34550,33550,33600,33550,1743,5901,50,33550,-850.0,153
171,A003000,부광약품,1559,20450,-350,20900,20950,20300,20500,20450,597763,1228300,50,20450,-350.0,20679
172,A003010,혜인,1541,5890,0,5840,5920,5800,5900,5890,61499,35981,50,5890,0.0,580
173,A003030,세아제강지주,1544,130000,-2000,133000,134500,125000,130000,129500,23155,298432,50,130000,-2000.0,836
174,A003060,에이프로젠제약,1559,1085,0,1090,1120,1075,1085,1080,1292024,140522,50,1085,0.0,47498
175,A003070,코오롱글로벌,1555,29850,-950,31000,31400,29550,29900,29850,309300,934340,50,29850,-950.0,2850
176,A003075,코오롱글로벌우,1558,35600,-250,36750,36750,35550,35700,35600,3623,12976,50,35600,-250.0,101
177,A003080,성보화학,1540,4190,105,4085,4325,4050,4195,4190,71892,29572,50,4190,105.0,2500
178,A003090,대웅,1556,34300,-650,35100,36350,34300,34400,34300,263889,927479,50,34300,-650.0,3215
179,A003120,일성신약,1530,80600,800,79900,80600,79500,80600,79900,914,7295,50,80600,800.0,23
180,A003160,디아이,1549,8200,180,8150,8330,8030,8200,8190,184765,150725,50,8200,180.0,4307
181,A003200,일신방직,1542,116000,-5000,120500,121500,115500,116500,116000,10494,123305,50,116000,-5000.0,391
182,A003220,대원제약,1553,18000,-450,18200,18600,17850,18000,17950,646335,1174354,50,18000,-450.0,13520
183,A003230,삼양식품,1547,81600,200,81400,81900,81100,81600,81500,11418,93074,50,81600,200.0,311
184,A003240,태광산업,1530,1144000,-27000,1164000,1177000,1140000,1149000,1144000,989,114082,50,1144000,-27000.0,54
185,A003280,흥아해운,1559,5750,1320,5210,5750,5210,0,5750,4228698,2343506,50,5750,1320.0,2427
186,A003300,한일홀딩스,1530,14300,-50,14350,14500,14300,14400,14300,8710,12535,50,14300,-50.0,334
187,A003350,한국화장품제조,1540,29850,-50,29450,30000,29450,29850,29750,8083,24001,50,29850,-50.0,438
188,A003410,쌍용C&E,1556,8250,-80,8330,8400,8230,8260,8250,852635,705462,50,8250,-80.0,16347
189,A003460,유화증권,1554,2730,30,2700,2760,2700,2730,2710,50111,13593,50,2730,30.0,1464
190,A003465,유화증권우,1530,2800,0,2800,2830,2795,2800,2770,1845,517,50,2800,0.0,115
191,A003470,유안타증권,1558,4125,-5,4170,4185,4110,4125,4120,258390,106921,50,4125,-5.0,8559
192,A003475,유안타증권우,1530,4265,-15,4275,4335,4250,4270,4265,9699,4155,50,4265,-15.0,350
193,A003480,한진중공업홀딩스,1530,4850,45,4810,4895,4750,4850,4825,33155,15923,50,4850,45.0,538
194,A003490,대한항공,1559,34250,50,34450,34500,33850,34250,34200,3886703,13276311,50,34250,50.0,60808
195,A003495,대한항공우,1555,40700,-600,41800,41850,40450,40800,40700,15872,64863,50,40700,-600.0,269
196,A003520,영진약품,1554,5200,-110,5300,5350,5180,5210,5200,403975,211942,50,5200,-110.0,6449
197,A003530,한화투자증권,1559,4700,-60,4810,4845,4645,4700,4695,1637342,775854,50,4700,-60.0,37535
198,A003535,한화투자증권우,1555,13350,-250,13900,13900,13300,13350,13300,32260,43427,50,13350,-250.0,2599
199,A003540,대신증권,1557,21000,50,20800,21300,20800,21000,20950,58668,123183,50,21000,50.0,5111
200,A003545,대신증권우,1556,18850,50,18850,19000,18750,18850,18800,60046,113344,50,18850,50.0,1768
201,A003547,대신증권2우B,1530,18250,0,18350,18450,18100,18250,18200,18420,33619,50,18250,0.0,235
202,A003550,LG,1556,95200,-100,95300,96000,94800,95200,95100,159950,1523459,50,95200,-100.0,11731
203,A003555,LG우,1551,70200,200,70300,70300,69700,70300,70200,2820,19729,50,70200,200.0,57
204,A003560,IHQ,1556,1590,10,1560,1620,1560,1595,1590,1017474,161904,50,1590,10.0,4360
205,A003570,SNT중공업,1530,9960,10,9950,10150,9900,9960,9950,31612,31600,50,9960,10.0,610
206,A003580,넥스트사이언스,1559,34050,-950,35000,35450,32050,34100,34050,1751274,6001726,50,34050,-950.0,16194
207,A003610,방림,1540,2630,-10,2610,2655,2600,2630,2625,197152,51675,50,2630,-10.0,6652
208,A003620,쌍용차,0,2770,0,0,0,0,0,0,0,0,50,0,,0
209,A003650,미창석유,1540,79600,-500,79600,81000,79400,80300,79600,1429,11437,50,79600,-500.0,44
210,A003670,포스코케미칼,1559,162000,4000,161000,165500,158500,162000,161500,717911,11660513,50,162000,4000.0,16444
211,A003680,한성기업,1530,7070,-120,7140,7190,7070,7100,7070,22238,15866,50,7070,-120.0,1530
212,A003690,코리안리,1530,9330,40,9300,9370,9300,9330,9310,68153,63647,50,9330,40.0,3722
213,A003720,삼영화학,1543,3180,20,3190,3235,3150,3180,3165,267153,85050,50,3180,20.0,849
214,A003780,진양산업,1554,5990,30,5960,6050,5930,6010,5990,65766,39341,50,5990,30.0,2683
215,A003830,대한화섬,1530,143000,-2500,145000,145000,141000,143000,142000,766,10898,50,143000,-2500.0,26
216,A003850,보령제약,1544,16350,-100,16650,16700,16250,16400,16350,185641,305321,50,16350,-100.0,7107
217,A003920,남양유업,1558,450000,-10000,460000,463000,448000,450000,449500,5474,247725,50,450000,-10000.0,145
218,A003925,남양유업우,1540,218000,-7000,223500,223500,218000,218000,217500,684,15017,50,218000,-7000.0,57
219,A003960,사조대림,1551,29700,250,29650,30450,29450,29750,29700,51391,152829,50,29700,250.0,1161
220,A004000,롯데정밀화학,1554,93000,-1100,94200,94800,91100,93000,92900,343928,3195404,50,93000,-1100.0,9413
221,A004020,현대제철,1559,48650,-100,49400,49750,48600,48700,48650,1039799,5109046,50,48650,-100.0,26129
222,A004060,SG세계물산,1546,733,3,730,751,729,734,733,456071,33594,50,733,3.0,4297
223,A004080,신흥,1530,17400,200,17300,18000,17250,17500,17400,19616,34426,50,17400,200.0,1704
224,A004090,한국석유,1556,12550,-100,12550,12850,12500,12600,12550,146854,185530,50,12550,-100.0,6393
225,A004100,태양금속,1559,1940,-40,1990,2050,1935,1940,1935,896844,177745,50,1940,-40.0,47676
226,A004105,태양금속우,1559,3530,-100,3655,3670,3505,3530,3525,100355,35619,50,3530,-100.0,7109
227,A004140,동방,1558,4985,95,4895,5060,4895,4990,4985,513855,256189,50,4985,95.0,7917
228,A004150,한솔홀딩스,1559,4085,5,4080,4100,4040,4090,4085,63004,25580,50,4085,5.0,5345
229,A004170,신세계,1547,272000,2500,269500,274500,269500,272000,271500,42285,1150597,50,272000,2500.0,1609
230,A004250,NPC,1555,6940,-340,7210,7350,6840,6940,6930,1081781,766074,50,6940,-340.0,31008
231,A004255,NPC우,1530,3285,-30,3315,3320,3255,3285,3280,9902,3247,50,3285,-30.0,654
232,A004270,남성,1545,3110,0,3110,3190,3095,3125,3110,129978,40600,50,3110,0.0,3452
233,A004310,현대약품,1556,5900,20,5880,5970,5840,5900,5890,98274,57815,50,5900,20.0,1801
234,A004360,세방,1559,13350,-250,13650,13750,13300,13400,13350,94732,127833,50,13350,-250.0,8163
235,A004365,세방우,1530,7720,20,7750,7750,7700,7720,7710,3390,2625,50,7720,20.0,1
236,A004370,농심,1557,289500,500,289000,290500,288500,289500,289000,10334,298876,50,289500,500.0,273
237,A004380,삼익THK,1558,12150,50,12100,12200,12000,12150,12100,23305,28156,50,12150,50.0,371
238,A004410,서울식품,1558,348,1,349,353,347,348,347,3085883,107748,50,348,1.0,11091
239,A004415,서울식품우,1530,4860,-25,4885,4885,4800,4860,4805,3038,1468,50,4860,-25.0,121
240,A004430,송원산업,1556,20050,300,19900,20200,19700,20100,20050,263014,526049,50,20050,300.0,6091
241,A004440,삼일씨엔에스,1558,11750,-150,11750,11900,11600,11750,11650,19377,22711,50,11750,-150.0,323
242,A004450,삼화왕관,1530,44000,150,43450,44000,43350,44000,43950,955,4175,50,44000,150.0,49
243,A004490,세방전지,1558,85400,-1800,87700,88400,84200,85400,84800,104667,900721,50,85400,-1800.0,7420
244,A004540,깨끗한나라,1556,4980,-15,4970,5190,4970,4985,4980,173870,87736,50,4980,-15.0,1832
245,A004545,깨끗한나라우,1530,23800,-200,24500,24500,23800,23800,23750,354,850,50,23800,-200.0,15
246,A004560,현대비앤지스틸,1556,18850,-250,19050,19300,18800,18900,18850,109414,207588,50,18850,-250.0,1552
247,A004565,현대비앤지스틸우,1530,83900,-600,84100,84100,83300,84000,83900,662,5533,50,83900,-600.0,91
248,A004690,삼천리,1556,94900,-2000,98600,98600,94600,95100,94900,26331,252811,50,94900,-2000.0,485
249,A004700,조광피혁,1540,56600,400,55500,56600,54600,56600,56500,3288,18323,50,56600,400.0,265
250,A004710,한솔테크닉스,1556,7310,100,7230,7310,7230,7310,7280,69979,50884,50,7310,100.0,9080
251,A004720,팜젠사이언스,1559,14200,550,14000,15900,13150,14200,14150,18149198,26627479,50,14200,550.0,115645
252,A004770,써니전자,1555,3410,-40,3415,3460,3365,3410,3405,336022,114482,50,3410,-40.0,7396
253,A004800,효성,1552,122500,500,122000,124000,121500,122500,122000,41385,508266,50,122500,500.0,1130
254,A004830,덕성,1554,17150,-700,18000,18250,17050,17150,17100,811754,1440041,50,17150,-700.0,16232
255,A004835,덕성우,1558,22450,-1350,23450,24200,22350,22700,22450,108112,251770,50,22450,-1350.0,2669
256,A004840,DRB동일,1530,6540,-50,6590,6620,6500,6560,6540,21882,14306,50,6540,-50.0,669
257,A004870,티웨이홀딩스,1554,1455,-45,1505,1530,1430,1460,1455,1159327,170584,50,1455,-45.0,22377
258,A004890,동일산업,1530,114000,-1000,114500,116000,112500,114000,113500,2517,28667,50,114000,-1000.0,27
259,A004910,조광페인트,1530,8230,130,8100,8410,8100,8240,8230,49780,41234,50,8230,130.0,369
260,A004920,씨아이테크,1530,1070,-15,1050,1150,1010,1070,1060,1186119,128087,50,1070,-15.0,25289
261,A004960,한신공영,1557,21300,-400,21650,21950,21100,21350,21300,27990,60210,50,21300,-400.0,226
262,A004970,신라교역,1550,12800,150,12600,12900,12550,12850,12800,18825,24011,50,12800,150.0,770
263,A004980,성신양회,1559,11300,-50,11200,11400,11050,11300,11250,223291,251247,50,11300,-50.0,1371
264,A004985,성신양회우,1552,15300,100,15450,15800,15050,15400,15300,11271,17456,50,15300,100.0,70
265,A004990,롯데지주,1559,34600,50,34650,34900,34350,34650,34600,116854,403459,50,34600,50.0,2038
266,A00499K,롯데지주우,1530,52000,-500,55700,55700,52000,52000,51900,403,2126,50,52000,-500.0,93
267,A005010,휴스틸,1553,17700,300,17200,18300,17200,17750,17700,144493,257188,50,17700,300.0,2547
268,A005030,부산주공,1552,717,-26,736,760,715,718,717,1046775,77000,50,717,-26.0,13961
269,A005070,코스모신소재,1559,49700,3350,47250,51900,47050,49750,49700,3892202,19606893,50,49700,3350.0,30827
270,A005090,SGC에너지,1553,51000,700,50200,51200,50000,51000,50900,69833,352421,50,51000,700.0,2559
271,A005110,한창,1559,1300,60,1230,1320,1220,1300,1295,2991115,385071,50,1300,60.0,39869
272,A005180,빙그레,1548,56700,200,56700,57000,56500,56700,56600,15070,85313,50,56700,200.0,214
273,A005250,녹십자홀딩스,1558,31950,-800,32650,32750,31950,32000,31950,95986,308905,50,31950,-800.0,7247
274,A005257,녹십자홀딩스2우,1530,75200,-500,75700,75700,74700,75500,75200,863,6485,50,75200,-500.0,84
275,A005300,롯데칠성,1550,149000,0,148500,152500,148000,149500,149000,24332,365060,50,149000,0.0,817
